"municipiouf";"2013";"2015";"2017"
"JIJOCA DE JERICOACOARA, CE";8;NA;NA
"JOACABA, SC";14;NA;NA
"JOAO ALFREDO, PE";4;NA;NA
"JOAO CAMARA, RN";8;NA;NA
"JOAO DOURADO, BA";4;NA;NA
"JOAO LISBOA, MA";9;NA;NA
"JOAO MONLEVADE, MG";9;NA;NA
"JOAO NEIVA, ES";2;NA;NA
"JOAO PESSOA, PB";43;NA;NA
"JOAO PINHEIRO, MG";9;NA;NA
"JOAQUIM GOMES, AL";2;NA;NA
"JOAQUIM NABUCO, PE";10;NA;NA
"JOINVILLE, SC";61;NA;NA
"JOSE BONIFACIO, SP";6;NA;NA
"JOSE DE FREITAS, PI";3;NA;NA
"JOSELANDIA, MA";7;NA;NA
"JUARA, MT";6;NA;NA
"JUATUBA, MG";5;NA;NA
"JUAZEIRINHO, PB";6;NA;NA
"JUAZEIRO DO NORTE, CE";27;NA;NA
"JUAZEIRO, BA";8;NA;NA
"JUCAS, CE";7;NA;NA
"JUCURUTU, RN";6;NA;NA
"JUINA, MT";22;NA;NA
"JUIZ DE FORA, MG";38;NA;NA
"JULIO DE CASTILHOS, RS";5;NA;NA
"JUNCO DO SERIDO, PB";3;NA;NA
"JUNDIA, AL";6;NA;NA
"JUNDIAI, SP";26;NA;NA
"JUNQUEIRO, AL";5;NA;NA
"JUSCIMEIRA, MT";5;NA;NA
"JUSSARA, GO";5;NA;NA
"JUTI, MS";5;NA;NA
"JUVENILIA, MG";10;NA;NA
"LABREA, AM";5;NA;NA
"LADAINHA, MG";3;NA;NA
"LADARIO, MS";9;NA;NA
"LAGARTO, SE";14;NA;NA
"LAGES, SC";28;NA;NA
"LAGO DA PEDRA, MA";6;NA;NA
"Lago Dos Rodrigues, MA";13;12;NA
"Lagoa D'anta, RN";NA;6;NA
"Lagoa D´anta, RN";5;NA;NA
"LAGOA DA CANOA, AL";7;NA;NA
"LAGOA DA CONFUSAO, TO";4;NA;NA
"LAGOA DA PRATA, MG";8;NA;NA
"LAGOA DO BARRO DO PIAUI, PI";5;NA;NA
"LAGOA DO CARRO, PE";5;NA;NA
"Lagoa do Itaenga, PE";8;16;NA
"LAGOA DO ITAENGA, PE";6;NA;NA
"LAGOA DO SITIO, PI";6;NA;NA
"Lagoa Dos Gatos, PE";3;27;NA
"LAGOA DOS GATOS, PE";3;NA;NA
"Lagoa Dos Patos, MG";8;8;NA
"Lagoa Dos Três Cantos, RS";7;11;NA
"LAGOA GRANDE, PE";9;NA;NA
"LAGOA SANTA, MG";9;NA;NA
"LAGOA SECA, PB";4;NA;NA
"LAGUNA, SC";12;NA;NA
"LAJE DO MURIAE, RJ";3;NA;NA
"LAJE, BA";7;NA;NA
"LAJEADO, RS";16;NA;NA
"LAJEADO, TO";13;NA;NA
"LAJEDO, PE";4;NA;NA
"Lambari D'oeste, MT";NA;14;NA
"Lambari D´oeste, MT";11;NA;NA
"LANDRI SALES, PI";6;NA;NA
"LAPA, PR";11;NA;NA
"LAPAO, BA";6;NA;NA
"LARANJAL DO JARI, AP";11;NA;NA
"LARANJEIRAS DO SUL, PR";4;NA;NA
"LARANJEIRAS, SE";8;NA;NA
"LAURO DE FREITAS, BA";11;NA;NA
"LAVRAS DA MANGABEIRA, CE";12;NA;NA
"LAVRAS, MG";5;NA;NA
"LEME, SP";16;NA;NA
"LENCOIS PAULISTA, SP";6;NA;NA
"LEOPOLDINA, MG";6;NA;NA
"LIDIANOPOLIS, PR";5;NA;NA
"LIMA DUARTE, MG";5;NA;NA
"LIMEIRA, SP";28;NA;NA
"LIMOEIRO DE ANADIA, AL";6;NA;NA
"LIMOEIRO DO AJURU, PA";9;NA;NA
"LIMOEIRO DO NORTE, CE";9;NA;NA
"LIMOEIRO, PE";10;NA;NA
"LINHARES, ES";28;NA;NA
"LINS, SP";16;NA;NA
"LIVRAMENTO DE NOSSA SENHORA, BA";7;NA;NA
"LOANDA, PR";5;NA;NA
"LONDRINA, PR";67;NA;NA
"LONTRAS, SC";2;NA;NA
"LORENA, SP";3;NA;NA
"LORETO, MA";5;NA;NA
"LOUVEIRA, SP";13;NA;NA
"LUCAS DO RIO VERDE, MT";8;NA;NA
"LUCELIA, SP";9;NA;NA
"LUCENA, PB";4;NA;NA
"Luciára, MT";10;18;NA
"LUIS CORREIA, PI";4;NA;NA
"LUIS EDUARDO MAGALHAES, BA";10;NA;NA
"LUIS GOMES, RN";6;NA;NA
"LUISLANDIA, MG";4;NA;NA
"LUZ, MG";6;NA;NA
"LUZIANIA, GO";8;NA;NA
"LUZILANDIA, PI";5;NA;NA
"MACAE, RJ";19;NA;NA
"MACAIBA, RN";9;NA;NA
"Maçambara, RS";2;1;NA
"MACAMBIRA, SE";3;NA;NA
"MACAPA, AP";16;NA;NA
"MACAPARANA, PE";5;NA;NA
"MACAU, RN";6;NA;NA
"MACAUBAS, BA";9;NA;NA
"MACEIO, AL";38;NA;NA
"MACHACALIS, MG";4;NA;NA
"Machadinho D'oeste, RO";NA;7;NA
"Machadinho D´oeste, RO";11;7;NA
"MACHADINHO DOESTE, RO";3;NA;NA
"MACHADINHO, RS";3;NA;NA
"Mãe D'água, PB";NA;6;NA
"Mãe D´água, PB";9;12;NA
"MAE DAGUA, PB";5;NA;NA
"MAE DO RIO, PA";6;NA;NA
"MAFRA, SC";9;NA;NA
"MAGALHAES DE ALMEIDA, MA";6;NA;NA
"MAGE, RJ";10;NA;NA
"Maiquinique, BA";11;7;NA
"MAIRI, BA";9;NA;NA
"MAIRINQUE, SP";8;NA;NA
"MAIRIPORA, SP";8;NA;NA
"MAJOR ISIDORO, AL";2;NA;NA
"MALACACHETA, MG";6;NA;NA
"Malhada Dos Bois, SE";12;11;NA
"MALHADOR, SE";6;NA;NA
"MALTA, PB";5;NA;NA
"MAMANGUAPE, PB";3;NA;NA
"MANACAPURU, AM";4;NA;NA
"MANAQUIRI, AM";5;NA;NA
"MANAUS, AM";50;NA;NA
"MANDAGUACU, PR";11;NA;NA
"MANDAGUARI, PR";6;NA;NA
"MANDIRITUBA, PR";8;NA;NA
"MANGARATIBA, RJ";10;NA;NA
"MANHUACU, MG";11;NA;NA
"MANHUMIRIM, MG";6;NA;NA
"MANOEL URBANO, AC";6;NA;NA
"MANTENA, MG";7;NA;NA
"MARAA, AM";19;NA;NA
"MARABA, PA";19;NA;NA
"MARACACUME, MA";6;NA;NA
"MARACAJU, MS";8;NA;NA
"MARACANA, PA";6;NA;NA
"MARACANAU, CE";22;NA;NA
"MARACAS, BA";6;NA;NA
"MARAGOGI, AL";13;NA;NA
"MARAGOGIPE, BA";10;NA;NA
"MARAIAL, PE";10;NA;NA
"MARANGUAPE, CE";10;NA;NA
"MARANHAOZINHO, MA";7;NA;NA
"MARATAIZES, ES";10;NA;NA
"MARAU, RS";6;NA;NA
"MARAVILHA, AL";7;NA;NA
"MARAVILHA, SC";10;NA;NA
"MARCACAO, PB";6;NA;NA
"MARCO, CE";9;NA;NA
"MARCOLANDIA, PI";5;NA;NA
"MARCOS PARENTE, PI";5;NA;NA
"MARECHAL CANDIDO RONDON, PR";6;NA;NA
"MARECHAL DEODORO, AL";6;NA;NA
"MARECHAL FLORIANO, ES";3;NA;NA
"MARI, PB";5;NA;NA
"Maria da fé, MG";2;27;NA
"MARIALVA, PR";4;NA;NA
"MARIANA, MG";12;NA;NA
"MARIANOPOLIS DO TOCANTINS, TO";9;NA;NA
"MARICA, RJ";12;NA;NA
"MARILAC, MG";7;NA;NA
"MARILIA, SP";15;NA;NA
"MARILUZ, PR";3;NA;NA
"MARINGA, PR";60;NA;NA
"MARITUBA, PA";15;NA;NA
"MARTINOPOLIS, SP";8;NA;NA
"MARUIM, SE";7;NA;NA
"MASSAPE, CE";8;NA;NA
"MATA DE SAO JOAO, BA";9;NA;NA
"MATA GRANDE, AL";6;NA;NA
"MATAO, SP";8;NA;NA
"MATEUS LEME, MG";7;NA;NA
"MATINHA, MA";4;NA;NA
"MATINHOS, PR";4;NA;NA
"MATOES, MA";4;NA;NA
"MATRIZ DE CAMARAGIBE, AL";3;NA;NA
"MATUPA, MT";8;NA;NA
"MATUREIA, PB";1;NA;NA
"MAUA, SP";29;NA;NA
"MAUES, AM";5;NA;NA
"MAURILANDIA, GO";5;NA;NA
"MAURITI, CE";10;NA;NA
"MEDEIROS NETO, BA";10;NA;NA
"MEDIANEIRA, PR";5;NA;NA
"MEDICILANDIA, PA";6;NA;NA
"MEDINA, MG";8;NA;NA
"MELGACO, PA";13;NA;NA
"MENDES, RJ";6;NA;NA
"MERCEDES, PR";5;NA;NA
"MESQUITA, RJ";13;NA;NA
"MIGUEL ALVES, PI";3;NA;NA
"MIGUEL CALMON, BA";5;NA;NA
"MIGUEL PEREIRA, RJ";6;NA;NA
"MILAGRES, BA";8;NA;NA
"MILAGRES, CE";10;NA;NA
"MIMOSO DO SUL, ES";11;NA;NA
"MINACU, GO";6;NA;NA
"MINAS NOVAS, MG";5;NA;NA
"MINEIROS, GO";9;NA;NA
"MIRACEMA, RJ";6;NA;NA
"MIRADOR, MA";5;NA;NA
"MIRANDA DO NORTE, MA";6;NA;NA
"MIRANDA, MS";6;NA;NA
"MIRANDOPOLIS, SP";5;NA;NA
"MIRANGABA, BA";6;NA;NA
"MIRANORTE, TO";7;NA;NA
"Mirassol D'oeste, MT";NA;20;NA
"Mirassol D´oeste, MT";18;8;NA
"MIRASSOL, SP";13;NA;NA
"MIRINZAL, MA";4;NA;NA
"MISSAO VELHA, CE";41;NA;NA
"MOCAJUBA, PA";4;NA;NA
"MOCOCA, SP";8;NA;NA
"MOGI-MIRIM, SP";14;NA;NA
"MOGI DAS CRUZES, SP";38;NA;NA
"MOGI GUACU, SP";4;NA;NA
"Moji-mirim, SP";167;164;NA
"Moji Das Cruzes, SP";291;500;NA
"MOJU, PA";6;NA;NA
"MOMBACA, CE";5;NA;NA
"MONCAO, MA";5;NA;NA
"MONGAGUA, SP";10;NA;NA
"MONSENHOR GIL, PI";6;NA;NA
"MONSENHOR HIPOLITO, PI";4;NA;NA
"MONSENHOR TABOSA, CE";6;NA;NA
"MONTANHA, ES";11;NA;NA
"MONTANHAS, RN";6;NA;NA
"MONTE ALEGRE DE MINAS, MG";6;NA;NA
"MONTE ALEGRE DE SERGIPE, SE";4;NA;NA
"Monte Alegre do Sul, SP";4;3;NA
"Monte Alegre Dos Campos, RS";2;4;NA
"MONTE ALEGRE, RN";7;NA;NA
"MONTE ALTO, SP";9;NA;NA
"MONTE AZUL, MG";8;NA;NA
"MONTE CARMELO, MG";11;NA;NA
"MONTE CASTELO, SC";6;NA;NA
"Monte Das Gameleiras, RN";5;15;NA
"MONTE MOR, SP";7;NA;NA
"MONTE SANTO DE MINAS, MG";2;NA;NA
"MONTE SANTO, BA";9;NA;NA
"MONTE SIAO, MG";6;NA;NA
"MONTEIRO, PB";5;NA;NA
"MONTENEGRO, RS";7;NA;NA
"MONTES CLAROS, MG";30;NA;NA
"MONTIVIDIU, GO";3;NA;NA
"MORADA NOVA DE MINAS, MG";9;NA;NA
"MORADA NOVA, CE";8;NA;NA
"MORENO, PE";4;NA;NA
"MORRETES, PR";6;NA;NA
"MORRINHOS, CE";11;NA;NA
"MORRINHOS, GO";8;NA;NA
"MORRO AGUDO DE GOIAS, GO";1;NA;NA
"MORRO AGUDO, SP";10;NA;NA
"MORRO DA FUMACA, SC";3;NA;NA
"MORRO DO CHAPEU, BA";8;NA;NA
"MOSSORO, RN";25;NA;NA
"MOZARLANDIA, GO";8;NA;NA
"MUANA, PA";5;NA;NA
"MUCAJAI, RR";6;NA;NA
"MUCURI, BA";17;NA;NA
"MUCURICI, ES";4;NA;NA
"MUNDO NOVO, BA";8;NA;NA
"MUNDO NOVO, MS";8;NA;NA
"MUNIZ FREIRE, ES";4;NA;NA
"MUQUI, ES";6;NA;NA
"MURIAE, MG";14;NA;NA
"Murici Dos Portelas, PI";6;6;NA
"MURICI, AL";6;NA;NA
"MURITIBA, BA";7;NA;NA
"MUTUIPE, BA";5;NA;NA
"MUTUM, MG";5;NA;NA
"NANUQUE, MG";5;NA;NA
"NAO-ME-TOQUE, RS";4;NA;NA
"Não-me-toque, RS";27;29;NA
"NATAL, RN";76;NA;NA
"NATIVIDADE, RJ";10;NA;NA
"NATUBA, PB";6;NA;NA
"NAVEGANTES, SC";6;NA;NA
"NAVIRAI, MS";9;NA;NA
"NAZARE, BA";10;NA;NA
"NAZAREZINHO, PB";7;NA;NA
"NEPOMUCENO, MG";5;NA;NA
"NEROPOLIS, GO";3;NA;NA
"NHAMUNDA, AM";7;NA;NA
"NILOPOLIS, RJ";10;NA;NA
"NIOAQUE, MS";6;NA;NA
"NIQUELANDIA, GO";6;NA;NA
"NISIA FLORESTA, RN";8;NA;NA
"NITEROI, RJ";32;NA;NA
"NOBRES, MT";8;NA;NA
"NOSSA SENHORA DA GLORIA, SE";7;NA;NA
"Nossa Senhora Das Dores, SE";21;28;NA
"NOSSA SENHORA DAS DORES, SE";5;NA;NA
"Nossa Senhora Das Graças, PR";4;5;NA
"NOSSA SENHORA DO SOCORRO, SE";11;NA;NA
"Nossa Senhora Dos Remédios, PI";8;20;NA
"NOVA ALVORADA DO SUL, MS";7;NA;NA
"NOVA AMERICA, GO";6;NA;NA
"NOVA ANDRADINA, MS";12;NA;NA
"Nova Brasilândia D'oeste, RO";NA;4;NA
"Nova Brasilândia D´oeste, RO";8;NA;NA
"NOVA CANAA, BA";17;NA;NA
"NOVA CRUZ, RN";6;NA;NA
"NOVA ESPERANCA DO PIRIA, PA";3;NA;NA
"NOVA ESPERANCA, PR";10;NA;NA
"NOVA FATIMA, BA";6;NA;NA
"NOVA FRIBURGO, RJ";15;NA;NA
"NOVA GRANADA, SP";8;NA;NA
"NOVA IGUACU, RJ";17;NA;NA
"NOVA LIMA, MG";24;NA;NA
"NOVA MUTUM, MT";7;NA;NA
"NOVA OLIMPIA, MT";4;NA;NA
"NOVA OLIMPIA, PR";6;NA;NA
"NOVA OLINDA DO NORTE, AM";12;NA;NA
"NOVA PALMEIRA, PB";10;NA;NA
"NOVA RUSSAS, CE";6;NA;NA
"NOVA SERRANA, MG";7;NA;NA
"NOVA SOURE, BA";6;NA;NA
"NOVA TEBAS, PR";5;NA;NA
"NOVA VENECIA, ES";20;NA;NA
"NOVA VENEZA, GO";4;NA;NA
"NOVA VICOSA, BA";10;NA;NA
"NOVO AIRAO, AM";6;NA;NA
"NOVO ARIPUANA, AM";3;NA;NA
"NOVO CRUZEIRO, MG";6;NA;NA
"NOVO GAMA, GO";1;NA;NA
"NOVO HAMBURGO, RS";17;NA;NA
"NOVO HORIZONTE, SP";7;NA;NA
"NOVO LINO, AL";5;NA;NA
"NOVO ORIENTE, CE";9;NA;NA
"NOVO PROGRESSO, PA";3;NA;NA
"NOVO REPARTIMENTO, PA";6;NA;NA
"OBIDOS, PA";13;NA;NA
"OCARA, CE";6;NA;NA
"Ocauçu, SP";NA;3;NA
"OEIRAS, PI";6;NA;NA
"OIAPOQUE, AP";3;NA;NA
"Olho-d'água do Borges, RN";NA;8;NA
"Olho-d´água do Borges, RN";7;NA;NA
"Olho D'água Das Cunhãs, MA";NA;18;NA
"Olho D'água Das Flores, AL";NA;13;NA
"Olho D'água do Casado, AL";NA;7;NA
"Olho D'água do Piauí, PI";NA;17;NA
"Olho D'água Grande, AL";NA;10;NA
"Olho D'água, PB";NA;15;NA
"Olho D´água Das Cunhãs, MA";12;8;NA
"Olho D´água Das Flores, AL";5;4;NA
"Olho D´água do Casado, AL";3;NA;NA
"Olho D´água do Piauí, PI";13;NA;NA
"Olho D´água Grande, AL";3;NA;NA
"Olho D´água, PB";13;5;NA
"OLHO DAGUA DAS CUNHAS, MA";9;NA;NA
"OLHO DAGUA DAS FLORES, AL";6;NA;NA
"OLHO DAGUA, PB";5;NA;NA
"Olhos-d'água, MG";NA;14;NA
"Olhos-d´água, MG";8;8;NA
"OLIMPIA, SP";7;NA;NA
"OLINDA, PE";50;NA;NA
"OLINDINA, BA";6;NA;NA
"Oliveira Dos Brejinhos, BA";10;14;NA
"OLIVEIRA DOS BREJINHOS, BA";6;NA;NA
"OLIVEIRA, MG";10;NA;NA
"ORIXIMINA, PA";9;NA;NA
"ORLANDIA, SP";8;NA;NA
"ORLEANS, SC";7;NA;NA
"OROBO, PE";5;NA;NA
"OROS, CE";8;NA;NA
"ORTIGUEIRA, PR";3;NA;NA
"OSASCO, SP";30;NA;NA
"OSVALDO CRUZ, SP";7;NA;NA
"OURICURI, PE";25;NA;NA
"OURILANDIA DO NORTE, PA";4;NA;NA
"OURINHOS, SP";23;NA;NA
"OURO BRANCO, MG";6;NA;NA
"OURO FINO, MG";3;NA;NA
"OURO PRETO DO OESTE, RO";6;NA;NA
"OURO PRETO, MG";10;NA;NA
"PACAJA, PA";6;NA;NA
"PACAJUS, CE";12;NA;NA
"PACARAIMA, RR";11;NA;NA
"PACATUBA, CE";12;NA;NA
"PACO DO LUMIAR, MA";9;NA;NA
"PADRE BERNARDO, GO";6;NA;NA
"PADRE PARAISO, MG";8;NA;NA
"PAICANDU, PR";9;NA;NA
"PALHOCA, SC";82;NA;NA
"PALMARES, PE";24;NA;NA
"PALMAS DE MONTE ALTO, BA";6;NA;NA
"PALMAS, PR";5;NA;NA
"PALMAS, TO";15;NA;NA
"Palmeira D'oeste, SP";NA;6;NA
"Palmeira D´oeste, SP";14;15;NA
"PALMEIRA DAS MISSOES, RS";5;NA;NA
"Palmeira Das Missões, RS";43;31;NA
"PALMEIRA DOS INDIOS, AL";13;NA;NA
"Palmeira Dos Índios, AL";22;49;NA
"PALMEIRA, PR";6;NA;NA
"PALMEIRANDIA, MA";6;NA;NA
"PALMEIRAS DE GOIAS, GO";5;NA;NA
"PALMITOS, SC";4;NA;NA
"PALOTINA, PR";4;NA;NA
"PANAMBI, RS";9;NA;NA
"PANELAS, PE";5;NA;NA
"PANTANO GRANDE, RS";7;NA;NA
"PAO DE ACUCAR, AL";17;NA;NA
"PARA DE MINAS, MG";11;NA;NA
"PARACAMBI, RJ";7;NA;NA
"PARACATU, MG";11;NA;NA
"PARACURU, CE";15;NA;NA
"PARAGOMINAS, PA";20;NA;NA
"PARAGUACU PAULISTA, SP";10;NA;NA
"PARAIBA DO SUL, RJ";7;NA;NA
"PARAIPABA, CE";11;NA;NA
"PARAISO DO TOCANTINS, TO";5;NA;NA
"PARAMBU, CE";12;NA;NA
"PARAMIRIM, BA";8;NA;NA
"PARANAGUA, PR";12;NA;NA
"PARANAIBA, MS";8;NA;NA
"PARANATINGA, MT";4;NA;NA
"PARANAVAI, PR";12;NA;NA
"PARANHOS, MS";7;NA;NA
"PARAOPEBA, MG";5;NA;NA
"Parati, RJ";35;67;NA
"PARATI, RJ";4;NA;NA
"PARATINGA, BA";9;NA;NA
"PARAUAPEBAS, PA";19;NA;NA
"PARAUNA, GO";4;NA;NA
"PARELHAS, RN";7;NA;NA
"PARINTINS, AM";10;NA;NA
"Pariquera-açu, SP";20;12;NA
"PARNAIBA, PI";13;NA;NA
"PARNAMIRIM, PE";6;NA;NA
"PARNAMIRIM, RN";23;NA;NA
"PARNARAMA, MA";12;NA;NA
"PAROBE, RS";4;NA;NA
"Passa-vinte, MG";6;6;NA
"PASSAGEM FRANCA DO PIAUI, PI";6;NA;NA
"PASSO FUNDO, RS";20;NA;NA
"PASSOS, MG";11;NA;NA
"PASTOS BONS, MA";5;NA;NA
"PATO BRANCO, PR";13;NA;NA
"PATOS DE MINAS, MG";7;NA;NA
"PATOS, PB";11;NA;NA
"PATROCINIO, MG";8;NA;NA
"PATU, RN";7;NA;NA
"PATY DO ALFERES, RJ";4;NA;NA
"Pau D'arco do Piauí, PI";NA;7;NA
"Pau D'arco, PA";NA;15;NA
"Pau D'arco, TO";NA;6;NA
"Pau D´arco do Piauí, PI";6;NA;NA
"Pau D´arco, PA";6;NA;NA
"Pau D´arco, TO";4;NA;NA
"Pau Dos Ferros, RN";26;42;NA
"PAU DOS FERROS, RN";10;NA;NA
"PAUDALHO, PE";5;NA;NA
"PAULINIA, SP";14;NA;NA
"PAULISTA, PE";42;NA;NA
"PAULISTANA, PI";3;NA;NA
"PAULO AFONSO, BA";17;NA;NA
"PAULO RAMOS, MA";6;NA;NA
"PAVAO, MG";6;NA;NA
"pé de Serra, BA";9;45;NA
"PEDERNEIRAS, SP";8;NA;NA
"PEDRA AZUL, MG";6;NA;NA
"PEDRA BRANCA DO AMAPARI, AP";3;NA;NA
"PEDRA BRANCA, CE";6;NA;NA
"PEDRA DO ANTA, MG";8;NA;NA
"PEDRA, PE";5;NA;NA
"PEDRAS DE FOGO, PB";5;NA;NA
"PEDREIRA, SP";6;NA;NA
"PEDREIRAS, MA";5;NA;NA
"PEDRO CANARIO, ES";9;NA;NA
"PEDRO DO ROSARIO, MA";5;NA;NA
"PEDRO GOMES, MS";2;NA;NA
"Pedro ii, PI";22;39;NA
"PEDRO II, PI";8;NA;NA
"PEDRO LEOPOLDO, MG";9;NA;NA
"Pedro Osório, RS";16;9;NA
"Peixe-boi, PA";22;17;NA
"PEIXOTO DE AZEVEDO, MT";6;NA;NA
"PELOTAS, RS";11;NA;NA
"PENAFORTE, CE";9;NA;NA
"PENALVA, MA";9;NA;NA
"PENAPOLIS, SP";6;NA;NA
"PENEDO, AL";7;NA;NA
"PENHA, SC";5;NA;NA
"PENTECOSTE, CE";9;NA;NA
"PERDOES, MG";5;NA;NA
"PERI MIRIM, MA";4;NA;NA
"PERITORO, MA";4;NA;NA
"Pérola D'oeste, PR";NA;4;NA
"Pérola D´oeste, PR";5;34;NA
"PERUIBE, SP";6;NA;NA
"PESQUEIRA, PE";6;NA;NA
"PETROLANDIA, PE";15;NA;NA
"PETROLINA DE GOIAS, GO";4;NA;NA
"PETROLINA, PE";29;NA;NA
"PETROPOLIS, RJ";31;NA;NA
"PIANCO, PB";5;NA;NA
"Piçarras, SC";14;9;NA
"PICOS, PI";9;NA;NA
"PICUI, PB";9;NA;NA
"Piedade Dos Gerais, MG";25;12;NA
"PILAO ARCADO, BA";8;NA;NA
"PILAR DO SUL, SP";5;NA;NA
"PILAR, AL";10;NA;NA
"PIMENTA BUENO, RO";4;NA;NA
"PINDAMONHANGABA, SP";9;NA;NA
"PINDARE-MIRIM, MA";12;NA;NA
"Pindaré-mirim, MA";13;34;NA
"PINDOBACU, BA";7;NA;NA
"Pingo-d'água, MG";NA;10;NA
"Pingo-d´água, MG";13;NA;NA
"PINHAIS, PR";18;NA;NA
"PINHALZINHO, SC";6;NA;NA
"PINHAO, PR";5;NA;NA
"PINHEIRAL, RJ";8;NA;NA
"PINHEIRO, MA";10;NA;NA
"PINHEIROS, ES";4;NA;NA
"Pio ix, PI";16;21;NA
"Pio Xii, MA";7;35;NA
"PIO XII, MA";6;NA;NA
"PIRACAIA, SP";7;NA;NA
"PIRACANJUBA, GO";2;NA;NA
"PIRACICABA, SP";38;NA;NA
"PIRACURUCA, PI";6;NA;NA
"PIRAI DO SUL, PR";2;NA;NA
"PIRAI, RJ";10;NA;NA
"PIRAJUI, SP";4;NA;NA
"PIRANHAS, AL";8;NA;NA
"PIRANHAS, GO";3;NA;NA
"PIRAPETINGA, MG";4;NA;NA
"PIRAPORA, MG";11;NA;NA
"PIRAQUARA, PR";13;NA;NA
"PIRASSUNUNGA, SP";6;NA;NA
"PIRENOPOLIS, GO";9;NA;NA
"PIRES DO RIO, GO";5;NA;NA
"PIRIPIRI, PI";7;NA;NA
"PIRITIBA, BA";6;NA;NA
"PIRPIRITUBA, PB";6;NA;NA
"PITANGA, PR";8;NA;NA
"PITANGUEIRAS, SP";6;NA;NA
"PIUMHI, MG";13;NA;NA
"PLACIDO DE CASTRO, AC";8;NA;NA
"PLANALTINA, GO";5;NA;NA
"PLANALTO, BA";8;NA;NA
"POA, SP";15;NA;NA
"POCAO DE PEDRAS, MA";5;NA;NA
"POCINHOS, PB";3;NA;NA
"POCO DANTAS, PB";6;NA;NA
"Poço Das Antas, RS";3;8;NA
"Poço Das Trincheiras, AL";4;22;NA
"POCO DE JOSE DE MOURA, PB";6;NA;NA
"POCO REDONDO, SE";3;NA;NA
"POCO VERDE, SE";4;NA;NA
"POCOES, BA";11;NA;NA
"POCONE, MT";5;NA;NA
"POCOS DE CALDAS, MG";29;NA;NA
"POMBAL, PB";11;NA;NA
"POMBOS, PE";3;NA;NA
"POMERODE, SC";6;NA;NA
"POMPEU, MG";9;NA;NA
"PONTA DE PEDRAS, PA";7;NA;NA
"PONTA GROSSA, PR";32;NA;NA
"PONTA PORA, MS";14;NA;NA
"PONTALINA, GO";5;NA;NA
"PONTE NOVA, MG";12;NA;NA
"PONTE SERRADA, SC";4;NA;NA
"PONTES E LACERDA, MT";4;NA;NA
"PONTO BELO, ES";3;NA;NA
"Ponto Dos Volantes, MG";17;20;NA
"PONTO DOS VOLANTES, MG";5;NA;NA
"PORANGATU, GO";5;NA;NA
"PORCIUNCULA, RJ";2;NA;NA
"PORTAO, RS";6;NA;NA
"PORTEIRINHA, MG";11;NA;NA
"PORTEL, PA";6;NA;NA
"PORTELANDIA, GO";6;NA;NA
"PORTO ACRE, AC";6;NA;NA
"PORTO ALEGRE, RS";231;NA;NA
"PORTO BELO, SC";4;NA;NA
"PORTO CALVO, AL";3;NA;NA
"PORTO DA FOLHA, SE";7;NA;NA
"PORTO DE MOZ, PA";9;NA;NA
"Porto Dos Gaúchos, MT";7;14;NA
"PORTO FELIZ, SP";6;NA;NA
"PORTO FERREIRA, SP";8;NA;NA
"PORTO FRANCO, MA";10;NA;NA
"PORTO MURTINHO, MS";6;NA;NA
"PORTO NACIONAL, TO";9;NA;NA
"PORTO REAL DO COLEGIO, AL";5;NA;NA
"PORTO REAL, RJ";7;NA;NA
"PORTO SEGURO, BA";19;NA;NA
"PORTO UNIAO, SC";5;NA;NA
"PORTO VELHO, RO";85;NA;NA
"PORTO XAVIER, RS";4;NA;NA
"POSSE, GO";3;NA;NA
"POTE, MG";5;NA;NA
"POTIRENDABA, SP";5;NA;NA
"POUSO ALEGRE, MG";14;NA;NA
"POXOREO, MT";5;NA;NA
"PRADO, BA";6;NA;NA
"Pradópolis, SP";NA;3;NA
"PRAIA GRANDE, SP";23;NA;NA
"PRAINHA, PA";4;NA;NA
"Presidente Castelo Branco, SC";4;5;NA
"PRESIDENTE DUTRA, MA";6;NA;NA
"PRESIDENTE EPITACIO, SP";6;NA;NA
"PRESIDENTE FIGUEIREDO, AM";5;NA;NA
"PRESIDENTE JUSCELINO, MA";6;NA;NA
"PRESIDENTE KENNEDY, ES";9;NA;NA
"PRESIDENTE MEDICI, RO";3;NA;NA
"PRESIDENTE PRUDENTE, SP";32;NA;NA
"PRESIDENTE TANCREDO NEVES, BA";3;NA;NA
"PRESIDENTE VENCESLAU, SP";7;NA;NA
"PRIMAVERA DO LESTE, MT";9;NA;NA
"PRIMAVERA, PE";5;NA;NA
"PRINCESA ISABEL, PB";5;NA;NA
"PROFESSOR JAMIL, GO";1;NA;NA
"PROPRIA, SE";5;NA;NA
"PRUDENTOPOLIS, PR";10;NA;NA
"QUARAI, RS";2;NA;NA
"QUATIS, RJ";5;NA;NA
"QUATRO BARRAS, PR";3;NA;NA
"QUEBRANGULO, AL";2;NA;NA
"QUEDAS DO IGUACU, PR";5;NA;NA
"QUEIMADAS, BA";5;NA;NA
"QUEIMADAS, PB";7;NA;NA
"QUEIMADOS, RJ";13;NA;NA
"QUERENCIA DO NORTE, PR";4;NA;NA
"QUIJINGUE, BA";10;NA;NA
"QUILOMBO, SC";2;NA;NA
"QUIPAPA, PE";7;NA;NA
"QUIRINOPOLIS, GO";4;NA;NA
"QUISSAMA, RJ";43;NA;NA
"QUITANDINHA, PR";3;NA;NA
